Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH,,,,,,,,
36.1,3.264,11.61,0,0,-0.017,-0.567,,,,,,,,
36.12,3.641,12.52,0,-0.026,-0.017,-0.569,,,,,,,,
36.14,3.847,12.963,0,-0.04,-0.017,-0.569,,,,,,,,
36.16,3.518,12.259,0,-0.018,-0.017,-0.569,,,,,,,,
36.18,3.308,11.81,0,-0.004,-0.017,-0.569,,,,,,,,
36.2,3.239,11.661,0,0,-0.017,-0.569,,,,,,,,
36.22,3.227,11.638,0,0.001,-0.017,-0.569,,,,,,,,
36.24,3.615,12.574,0,-0.026,-0.017,-0.571,,,,,,,,
36.26,3.819,13.013,0,-0.041,-0.017,-0.571,,,,,,,,
36.28,3.488,12.304,0,-0.018,-0.017,-0.571,,,,,,,,
36.3,3.277,11.853,0,-0.004,-0.017,-0.571,,,,,,,,
36.32,3.207,11.705,0,0,-0.017,-0.571,,,,,,,,
36.34,3.196,11.683,0,0.001,-0.017,-0.571,,,,,,,,
36.36,3.196,11.685,0,0,-0.017,-0.571,,,,,,,,
36.38,3.194,11.683,0,0,-0.017,-0.571,,,,,,,,
36.4,3.189,11.674,0,0,-0.017,-0.571,,,,,,,,
36.42,3.184,11.663,0,0,-0.017,-0.571,,,,,,,,
36.44,3.177,11.652,0,0,-0.017,-0.571,,,,,,,,
36.46,3.171,11.64,0,0,-0.017,-0.571,,,,,,,,
36.48,3.165,11.629,0,0,-0.017,-0.571,,,,,,,,
36.5,3.159,11.618,0,0,-0.017,-0.571,,,,,,,,
36.52,3.153,11.607,0,0,-0.017,-0.571,,,,,,,,
36.54,3.535,12.53,0,-0.026,-0.017,-0.573,,,,,,,,
36.56,3.735,12.961,0,-0.041,-0.017,-0.573,,,,,,,,
36.58,3.402,12.25,0,-0.018,-0.017,-0.573,,,,,,,,
36.6,3.19,11.799,0,-0.004,-0.017,-0.573,,,,,,,,
36.62,3.121,11.652,0,0,-0.017,-0.573,,,,,,,,
36.64,3.11,11.632,0,0.001,-0.017,-0.573,,,,,,,,
36.66,3.11,11.635,0,0,-0.017,-0.573,,,,,,,,
36.68,3.108,11.634,0,0,-0.017,-0.573,,,,,,,,
36.7,3.103,11.626,0,0,-0.017,-0.573,,,,,,,,
36.72,3.097,11.616,0,0,-0.017,-0.573,,,,,,,,
36.74,3.091,11.606,0,0,-0.017,-0.573,,,,,,,,
36.76,3.085,11.595,0,0,-0.017,-0.573,,,,,,,,
36.78,3.079,11.585,0,0,-0.017,-0.573,,,,,,,,
36.8,3.461,12.509,0,-0.026,-0.017,-0.574,,,,,,,,
36.82,3.661,12.941,0,-0.041,-0.017,-0.574,,,,,,,,
36.84,3.328,12.231,0,-0.018,-0.017,-0.574,,,,,,,,
36.86,3.116,11.781,0,-0.004,-0.017,-0.574,,,,,,,,
36.88,3.046,11.635,0,0,-0.017,-0.574,,,,,,,,
36.9,3.036,11.616,0,0.001,-0.017,-0.574,,,,,,,,
36.92,3.036,11.62,0,0,-0.017,-0.574,,,,,,,,
36.94,3.422,12.554,0,-0.026,-0.017,-0.576,,,,,,,,
36.96,3.623,12.99,0,-0.041,-0.017,-0.576,,,,,,,,
36.98,3.29,12.281,0,-0.018,-0.017,-0.576,,,,,,,,
37,3.079,11.832,0,-0.004,-0.017,-0.576,,,,,,,,
37.02,3.009,11.687,0,0,-0.017,-0.576,,,,,,,,
37.04,2.998,11.668,0,0.001,-0.017,-0.576,,,,,,,,
37.06,2.998,11.673,0,0,-0.017,-0.576,,,,,,,,
37.08,2.996,11.674,0,0,-0.017,-0.576,,,,,,,,
37.1,2.991,11.668,0,0,-0.017,-0.576,,,,,,,,
37.12,2.985,11.66,0,0,-0.017,-0.576,,,,,,,,
37.14,2.979,11.651,0,0,-0.017,-0.576,,,,,,,,
37.16,2.973,11.643,0,0,-0.017,-0.576,,,,,,,,
37.18,3.355,12.569,0,-0.026,-0.017,-0.578,,,,,,,,
37.2,3.554,13.003,0,-0.041,-0.017,-0.578,,,,,,,,
37.22,3.221,12.294,0,-0.018,-0.017,-0.578,,,,,,,,
37.24,3.01,11.847,0,-0.004,-0.017,-0.578,,,,,,,,
37.26,2.94,11.703,0,0,-0.017,-0.578,,,,,,,,
37.28,2.929,11.685,0,0.001,-0.017,-0.578,,,,,,,,
37.3,2.93,11.691,0,0,-0.017,-0.578,,,,,,,,
37.32,2.928,11.693,0,0,-0.017,-0.578,,,,,,,,
37.34,2.923,11.688,0,0,-0.017,-0.578,,,,,,,,
37.36,2.917,11.681,0,0,-0.017,-0.578,,,,,,,,
37.38,2.911,11.673,0,0,-0.017,-0.578,,,,,,,,
37.4,2.905,11.666,0,0,-0.017,-0.578,,,,,,,,
37.42,2.899,11.658,0,0,-0.017,-0.578,,,,,,,,
37.44,2.893,11.651,0,0,-0.017,-0.578,,,,,,,,
37.46,2.886,11.643,0,0,-0.017,-0.578,,,,,,,,
37.48,2.88,11.636,0,0,-0.017,-0.578,,,,,,,,
37.5,2.874,11.628,0,0,-0.017,-0.578,,,,,,,,
37.52,2.868,11.621,0,0,-0.017,-0.578,,,,,,,,
37.54,2.862,11.613,0,0,-0.017,-0.578,,,,,,,,
37.56,2.856,11.606,0,0,-0.017,-0.578,,,,,,,,
37.58,2.85,11.599,0,0,-0.017,-0.578,,,,,,,,
37.6,2.844,11.591,0,0,-0.017,-0.578,,,,,,,,
37.62,2.838,11.584,0,0,-0.017,-0.578,,,,,,,,
37.64,2.832,11.576,0,0,-0.017,-0.578,,,,,,,,
37.66,2.826,11.569,0,0,-0.017,-0.578,,,,,,,,
37.68,2.82,11.561,0,0,-0.017,-0.578,,,,,,,,
37.7,2.814,11.554,0,0,-0.017,-0.578,,,,,,,,
37.72,2.807,11.546,0,0,-0.017,-0.578,,,,,,,,
37.74,2.801,11.539,0,0,-0.017,-0.578,,,,,,,,
37.76,2.795,11.531,0,0,-0.017,-0.578,,,,,,,,
37.78,2.789,11.524,0,0,-0.017,-0.578,,,,,,,,
37.8,2.783,11.517,0,0,-0.017,-0.578,,,,,,,,
37.82,2.777,11.509,0,0,-0.017,-0.578,,,,,,,,
37.84,2.771,11.502,0,0,-0.017,-0.578,,,,,,,,
37.86,2.765,11.494,0,0,-0.017,-0.578,,,,,,,,
37.88,2.759,11.487,0,0,-0.017,-0.578,,,,,,,,
37.9,2.753,11.479,0,0,-0.017,-0.578,,,,,,,,
37.92,2.747,11.472,0,0,-0.017,-0.578,,,,,,,,
37.94,2.741,11.464,0,0,-0.017,-0.578,,,,,,,,
37.96,2.734,11.457,0,0,-0.017,-0.578,,,,,,,,
37.98,3.116,12.384,0,-0.026,-0.017,-0.58,,,,,,,,
38,3.316,12.819,0,-0.041,-0.017,-0.58,,,,,,,,
38.02,2.983,12.111,0,-0.018,-0.017,-0.58,,,,,,,,
38.04,2.772,11.665,0,-0.004,-0.017,-0.58,,,,,,,,
38.06,2.702,11.522,0,0,-0.017,-0.58,,,,,,,,
38.08,2.691,11.505,0,0.001,-0.017,-0.58,,,,,,,,
38.1,2.691,11.512,0,0,-0.017,-0.58,,,,,,,,
38.12,2.689,11.515,0,0,-0.017,-0.58,,,,,,,,
38.14,2.684,11.511,0,0,-0.017,-0.58,,,,,,,,
38.16,4.492,11.741,0.026,0,-0.016,-0.58,,,,,,,,
38.18,5.403,11.843,0.041,0,-0.016,-0.58,,,,,,,,
38.2,3.942,11.666,0.018,0,-0.016,-0.58,,,,,,,,
38.22,3.023,11.552,0.004,0,-0.016,-0.58,,,,,,,,
38.24,2.734,11.513,0,0,-0.016,-0.58,,,,,,,,
38.26,0.893,11.268,-0.027,0,-0.017,-0.58,,,,,,,,
38.28,-0.001,11.157,-0.041,0,-0.017,-0.58,,,,,,,,
38.3,1.467,11.323,-0.018,0,-0.017,-0.58,,,,,,,,
38.32,2.38,11.425,-0.004,0,-0.017,-0.58,,,,,,,,
38.34,2.658,11.452,0,0,-0.017,-0.58,,,,,,,,
38.36,2.673,11.448,0.001,0,-0.017,-0.58,,,,,,,,
38.38,2.638,11.438,0,0,-0.017,-0.58,,,,,,,,
38.4,2.614,11.429,0,0,-0.017,-0.58,,,,,,,,
38.42,2.602,11.422,0,0,-0.017,-0.58,,,,,,,,
38.44,2.595,11.415,0,0,-0.017,-0.58,,,,,,,,
38.46,2.589,11.409,0,0,-0.017,-0.58,,,,,,,,
38.48,2.584,11.402,0,0,-0.017,-0.58,,,,,,,,
38.5,2.578,11.396,0,0,-0.017,-0.58,,,,,,,,
38.52,4.385,11.626,0.026,0,-0.016,-0.58,,,,,,,,
38.54,5.296,11.728,0.041,0,-0.016,-0.58,,,,,,,,
38.56,3.835,11.551,0.018,0,-0.016,-0.58,,,,,,,,
38.58,2.916,11.438,0.004,0,-0.016,-0.58,,,,,,,,
38.6,2.627,11.398,0,0,-0.016,-0.58,,,,,,,,
38.62,2.6,11.39,-0.001,0,-0.016,-0.58,,,,,,,,
38.64,2.623,11.387,0,0,-0.016,-0.58,,,,,,,,
38.66,2.636,11.383,0,0,-0.016,-0.58,,,,,,,,
38.68,2.636,11.378,0,0,-0.016,-0.58,,,,,,,,
38.7,0.818,11.135,-0.026,0,-0.017,-0.58,,,,,,,,
38.72,-0.105,11.021,-0.041,0,-0.017,-0.58,,,,,,,,
38.74,1.344,11.185,-0.018,0,-0.017,-0.58,,,,,,,,
38.76,2.251,11.286,-0.004,0,-0.017,-0.58,,,,,,,,
38.78,2.529,11.313,0,0,-0.017,-0.58,,,,,,,,
38.8,2.545,11.309,0.001,0,-0.017,-0.58,,,,,,,,
38.82,2.51,11.299,0,0,-0.017,-0.58,,,,,,,,
38.84,2.485,11.29,0,0,-0.017,-0.58,,,,,,,,
38.86,2.473,11.283,0,0,-0.017,-0.58,,,,,,,,
38.88,4.28,11.513,0.026,0,-0.016,-0.58,,,,,,,,
38.9,5.192,11.615,0.041,0,-0.016,-0.58,,,,,,,,
38.92,3.731,11.438,0.018,0,-0.016,-0.58,,,,,,,,
38.94,2.812,11.325,0.004,0,-0.016,-0.58,,,,,,,,
